created_at,course_type,company_name,job_link,role_name,job_location,experience,Platform,skills,description,Job_Activity,role_relevancysalary,phone_number,Email_id
2023-09-19,web development,Rackspace,https://in.indeed.com/jobs?q=Front+End+Developer&l=India&from=searchOnHP&vjk=2b683bee1699194a&fromage=1&sc=0kf%3Ajt(fulltime)%3B,ReactJS Developer (R-17601),Remote,,Indeed Jobs,,"Location: India-Remote (Permanent Work from Home)
Experience level: 8 to 10 years
Skills: JavaScript, React.JS , RestAPI

KNOWLEDGE/SKILLS/ABILITY
General knowledge in at least one technology relevant to current assignment.
Advanced working knowledge of JavaScript ( React.JS )
Intermediate to advanced knowledge on Python is a plus.
Demonstrates a systematic structured problem-solving approach.
Ability to generalize a specific problem and derive solution for a class of problems.

EXPERIENCE/EDUCATION
Bachelor’s degree in a technology related field required.
At the manager’s discretion, additional relevant experience may substitute for the degree requirement.
Typically requires 3-6 years of experience in software development, engineering, testing, or a related field
Solid software engineering fundamentals gained through training, course work or relevant experience.

About Rackspace Technology
We are the multicloud solutions experts. We combine our expertise with the world’s leading technologies — across applications, data and security — to deliver end-to-end solutions. We have a proven record of advising customers based on their business challenges, designing solutions that scale, building and managing those solutions, and optimizing returns into the future. Named a best place to work, year after year according to Fortune, Forbes and Glassdoor, we attract and develop world-class talent. Join us on our mission to embrace technology, empower customers and deliver the future.

More on Rackspace Technology
Though we’re all different, Rackers thrive through our connection to a central goal: to be a valued member of a winning team on an inspiring mission. We bring our whole selves to work every day. And we embrace the notion that unique perspectives fuel innovation and enable us to best serve our customers and communities around the globe. We welcome you to apply today and want you to know that we are committed to offering equal employment opportunity without regard to age, color, disability, gender reassignment or identity or expression, genetic information, marital or civil partner status, pregnancy or maternity status, military or veteran status, nationality, ethnic or national origin, race, religion or belief, sexual orientation, or any legally protected characteristic. If you have a disability or special need that requires accommodation, please let us know.","Posted
Just posted",NO,,,
